id,root_id,name,start_time,assigned_role,special_role,antag_roles,leave_type,leave_time
3070,49845,John Don,00:00,Paramedic,"",,Disconnected,01:24
3071,49845,Danny Roby,00:00,Security Cadet,"",,Disconnected,01:36
3072,49845,Alexey Smirnov,01:18,Test Subject,"",,Disconnected,01:40
3073,50099,Joseph Daedrowe,00:00,Scientist,"",,Ghosted,00:03
3074,50099,"",00:18,"","",,Ghosted,00:18
3075,50099,Ivan Winton,00:00,Cargo Technician,"",,Cryopod,00:25
3076,50099,Oni,00:00,Detective,"",,Ghosted in Cryopod,01:11
3077,50099,Destra Shakit'ta,00:00,Cyborg,"",,Ghosted,01:13
3078,50099,Ian,00:02,"","",,Ghosted,01:28
3079,50099,Elizabeth Rubram,00:00,Forensic Technician,"",,Ghosted,01:40
3080,50099,Alan Ward,01:08,Research Director,"",,Cryopod,01:47
3081,50099,mouse (917),00:02,Animal,"",,Disconnected,00:08
3082,50099,Allah Ahmedov,00:00,Test Subject,"",,Disconnected,00:18
3083,50099,Rafael Parker,00:00,Bartender,"",,Disconnected,00:46
3084,50099,Jamal Freeman,00:00,Shaft Miner,"",,Disconnected,00:46
3085,50099,Nikolay Oleinikov,00:16,Security Cadet,"",,Disconnected,01:27
3086,50099,Pavel Orlov,01:13,Botanist,"",,Disconnected,01:35
3087,50099,Raymond Mingle,00:19,Medical Intern,Revolutionary,{Revolutionary},Disconnected,01:47
3088,49408,Connor Frein,00:00,Test Subject,"",,Ghosted in Cryopod,00:02
3089,49408,Connor Frein,00:00,Test Subject,"",,Cryopod,00:16
3090,49408,Shade of Eugene Angelo,00:25,Shade,"",,Ghosted,00:26
3091,49408,Donald Lee,00:00,Test Subject,"",,Cryopod,00:54
3092,49408,Lion Remark,00:00,Chaplain,"",,Ghosted,00:57
3093,49408,Katyusha Morozova,00:00,Medical Doctor,"",,Ghosted,00:59
3094,49408,podkid (177),00:55,"","",,Ghosted,01:01
3095,49408,maintenance drone (509),01:01,Cyborg,"",,Ghosted,01:01
3096,49408,mouse (283),01:05,Animal,"",,Ghosted,01:06
3097,49408,Russell Feufer,00:58,Security Officer,"",,Ghosted,01:06
3098,49408,Shade of Jose Butterfill,00:55,Shade,"",,Ghosted,01:07
3099,49408,Fanzilia Clark,00:00,Geneticist,"",,Ghosted,01:11
3100,49408,Leonid Smolniyy,00:00,Station Engineer,"",,Ghosted,01:13
3101,49408,Max Basaev,00:00,Technical Assistant,"",,Ghosted,01:15
3102,49408,Kenneth Harrow,00:00,Xenobiologist,"",,Ghosted,01:15
3103,49408,maintenance drone (583),01:19,Cyborg,"",,Ghosted,01:26
3104,49408,Tamsin Winton,00:00,Security Officer,"",,Cryopod,01:30
3105,49408,Tamsin Winton,00:00,Security Officer,"",,Disconnected,00:00
3106,49408,Vadim Kapustin,00:00,Librarian,"",,Disconnected,00:35
3107,49408,podkid (293),00:56,"","",,Disconnected,00:57
3108,49408,maintenance drone (234),00:56,Cyborg,"",,Disconnected,00:59
3109,49408,podkid (39),00:55,"","",,Disconnected,00:59
3110,49408,Zayden Fiddler,01:03,Recycler,"",,Disconnected,01:31
3111,49408,Монстр,01:13,MODE,Emergency Responder,{Emergency Responder},Disconnected,01:33
3112,49664,Liam Batten,00:38,Recycler,"",,Cryopod,01:20
3113,49664,Grant Hincken,01:26,Security Cadet,"",,Cryopod,02:22
3114,49664,Artem Dobrobochkin,02:28,Chef,"",,Cryopod,06:06
3115,49664,Baras'sa Ssizv,01:08,Security Officer,"",,Cryopod,06:08
3116,49664,Kaylie Pennington,04:54,Shaft Miner,"",,Cryopod,06:15
3117,49664,Fredrick Johnson,00:00,Detective,"",,Disconnected,00:11
3118,49664,Yamamoto Musashi,00:14,Medical Doctor,"",,Disconnected,00:23
3119,49664,Yan Remi,00:24,Chief Engineer,"",,Disconnected,00:32
3120,49664,Vichita'Hidanchi'Tichivata,00:32,Test Subject,"",,Disconnected,00:35
3121,49664,Baras'sa Ssizv,01:08,Security Officer,"",,Disconnected,02:25
3122,49664,Artem Dobrobochkin,02:28,Chef,"",,Disconnected,03:43
3123,49664,Cassian Winton,03:46,Captain,"",,Disconnected,03:56
3124,49664,Kaylie Pennington,04:54,Shaft Miner,"",,Disconnected,05:01
3125,49664,Ritiariki,05:47,Recycler,"",,Disconnected,06:07
3126,50180,Albert,04:00,default,"",,Ghosted,04:44
3127,50180,mouse (96),04:44,Animal,"",,Ghosted,04:45
3128,50180,Chad James,01:25,Station Engineer,"",,Cryopod,05:15
3129,50180,mouse (679),04:56,Animal,"",,Ghosted,05:17
3130,50180,Alexander Sokolov,05:03,Research Director,"",,Disconnected,05:26
3131,49354,mouse (387),00:04,Animal,"",,Ghosted,00:11
3132,49354,Trey Noton,00:08,Chaplain,"",,Cryopod,00:45
3133,49354,Ulric Parker,00:00,Research Director,"",,Ghosted in Cryopod,00:59
3134,49354,Ulric Parker,00:00,Research Director,"",,Ghosted in Cryopod,00:59
3135,49354,Ulric Parker,00:00,Research Director,"",,Cryopod,01:14
3136,49354,Joseph Dreyfus,00:15,Paramedic,"",,Cryopod,01:17
3137,49354,Keegan Hunt,00:00,Captain,"",,Cryopod,01:19
3138,49354,Samuel Alliman,00:24,Bartender,"",,Cryopod,01:37
3139,49354,Alexander Sokolov,01:02,Detective,"",,Cryopod,02:21
3140,49354,Sergius D. Vinbertus,01:04,Internal Affairs Agent,"",,Cryopod,02:26
3141,49354,Vendetta,00:00,default,"",,Disconnected,00:22
3142,49354,Irvine White,00:00,Station Engineer,"",,Disconnected,00:53
3143,49354,Quumxuqmqoo Zixqilxuq,00:00,Shaft Miner,Traitor,{Traitor},Disconnected,01:02
3144,49354,Marcus Fulton,00:10,Atmospheric Technician,"",,Disconnected,01:25
3145,49354,Alexander Sokolov,01:02,Detective,"",,Disconnected,02:03
3146,49354,Mike Ward,00:00,Forensic Technician,"",,Disconnected,03:01
3147,49354,Otto Schulz,01:52,Head of Personnel,"",,Disconnected,05:26
3148,49354,Sergius D. Vinbertus,04:12,Xenoarchaeologist,"",,Disconnected,06:03
3149,49931,Patrick Kimball,00:00,Station Engineer,"",,Ghosted in Cryopod,00:00
3150,49931,KOS-385,00:02,Positronic Brain,"",,Ghosted,00:02
3151,49931,Sassy,00:00,Clown,"",,Ghosted,00:04
3152,49931,Kaylie Pennington,00:00,MODE,Nuclear Operative,{Nuclear Operative},Ghosted,00:13
3153,49931,Lynn Young,00:00,Head of Security,"",,Ghosted,00:18
3154,49931,mouse (447),00:18,Animal,"",,Ghosted,00:18
3155,49931,Dallas Carr,00:00,Test Subject,"",,Cryopod,00:19
3156,49931,Brodie McDonald,00:00,Technical Assistant,"",,Cryopod,00:50
3157,49931,Hatika,00:00,Shaft Miner,"",,Ghosted,01:02
3158,49931,mouse (626),01:04,Animal,"",,Ghosted,01:07
3159,49931,Harvey Jackson,00:00,MODE,Nuclear Operative,{Nuclear Operative},Ghosted,01:10
3160,49931,Syndicate Robot-454,00:58,MODE,Nuclear Operative,{Nuclear Operative},Ghosted,01:10
3161,49931,Unbelievable God,00:20,Chaplain`s staff,"",,Ghosted,01:17
3162,49931,Harvey Jackson,00:00,MODE,Nuclear Operative,{Nuclear Operative},Disconnected,00:03
3163,49931,Artemida Byblikova,00:00,Scientist,"",,Disconnected,00:18
3164,49931,KOS-385,00:02,Cyborg,"",,Disconnected,00:32
3165,49931,Sherill Brown,00:38,Test Subject,"",,Disconnected,00:39
3166,49931,UK-Rain,00:00,AI,"",,Disconnected,00:42
3167,49931,Kuriu Qlio'kaf,00:05,Cargo Technician,"",,Disconnected,00:45
3168,49931,Emanuel Parker,00:00,Roboticist,"",,Disconnected,00:56
3169,49931,Gregory Jones,00:42,Recycler,"",,Disconnected,01:01
3170,49931,Peter Briggs,00:14,Cargo Technician,"",,Disconnected,01:08
3171,49931,Katyusha Morozova,00:00,Medical Doctor,"",,Disconnected,01:08
3172,49931,Thomas Remongton,01:10,Botanist,"",,Disconnected,01:17
3173,49847,Zukko Yola,00:00,Cargo Technician,"",,Ghosted in Cryopod,00:00
3174,49847,Isiah Hardy,00:00,Cyborg,"",,Ghosted,00:12
3175,49847,Mshi'sh Marmi'shi,00:00,Cargo Technician,"",,Ghosted in Cryopod,00:13
3176,49847,Tate Benford,00:01,Head of Security,"",,Ghosted in Cryopod,00:14
3177,49847,Ink Void,00:00,Security Cadet,"",,Cryopod,00:15
3178,49847,Sergey Labuda,00:00,Technical Assistant,"",,Ghosted in Cryopod,00:20
3179,49847,Erik Barrett,00:00,Research Director,"",,Ghosted in Cryopod,00:22
3180,49847,Petr Metelsky,00:00,Mime,"",,Ghosted,00:38
3181,49847,Andy Whiteman,00:00,Detective,"",,Ghosted,00:38
3182,49847,mouse (661),00:39,Animal,"",,Ghosted,00:40
3183,49847,Morgan Lauffer,00:00,Botanist,"",,Cryopod,00:47
3184,49847,Flip Wise,00:15,Medical Intern,"",,Ghosted,00:49
3185,49847,Arthur Garland,01:01,Security Cadet,"",,Ghosted in Cryopod,01:12
3186,49847,Edwin Teagarden,00:03,Recycler,"",,Disconnected,00:20
3187,49847,Lary Doger,00:00,Bartender,"",,Disconnected,00:22
3188,49847,Alexey Smirnov,00:11,Medical Doctor,"",,Disconnected,00:36
3189,49847,Raymond Mingle,00:00,Security Cadet,"",,Disconnected,00:44
3190,49847,Makenzie Wardle,00:45,Technical Assistant,"",,Disconnected,00:49
3191,49847,Alex Ermakov,00:00,Botanist,"",,Disconnected,00:56
3192,49847,Semen Jei Prolabsow,00:00,Chemist,"",,Disconnected,00:56
3193,49847,Johnny Blade,00:00,Cyborg,"",,Disconnected,01:03
3194,49847,Johnathan Armstrong,01:12,Chief Engineer,"",,Disconnected,01:16
3195,49826,Georg Selinof,00:00,Forensic Technician,"",,Cryopod,00:24
3196,49826,Ritiariki,00:00,Roboticist,"",,Cryopod,00:24
3197,49826,Cassian Winton,00:00,Chief Medical Officer,"",,Cryopod,00:25
3198,49826,Oleg Osetrov,00:00,Detective,"",,Ghosted,01:16
3199,49826,Steven Koolen,00:00,Geneticist,"",,Disconnected,00:45
3200,49888,Conner Olphert,00:00,Botanist,"",,Ghosted in Cryopod,00:00
3201,49888,Mei Kiryuin,00:00,Station Engineer,"",,Ghosted in Cryopod,00:01
3202,49888,Luke Roadman,00:00,Internal Affairs Agent,"",,Ghosted in Cryopod,00:01
3203,49888,Luke Roadman,00:00,Internal Affairs Agent,"",,Ghosted in Cryopod,00:01
3204,49888,maintenance drone (778),00:01,Cyborg,"",,Ghosted,00:04
3205,49888,Shak'Ket Hessa,00:00,Psychiatrist,"",,Ghosted in Cryopod,00:19
3206,49888,maintenance drone (298),00:36,Cyborg,"",,Ghosted,00:39
3207,49888,Jimmy Bishop,00:00,Cargo Technician,"",,Cryopod,00:42
3208,49888,Gikakhayikati,00:00,Chef,"",,Cryopod,00:43
3209,49888,Zack Buzzard,00:26,Test Subject,"",,Ghosted,00:45
3210,49888,Leland Ringer,00:00,Medical Doctor,"",,Cryopod,00:45
3211,49888,Nikolay Gorgulov,00:12,Recycler,"",,Ghosted,00:49
3212,49888,Gra'Marra Li'irrka,00:11,Janitor,"",,Ghosted in Cryopod,01:01
3213,49888,unknown,01:01,default,"",,Ghosted,01:01
3214,49888,Mshi'sh Marmi'shi,00:00,Chemist,"",,Ghosted in Cryopod,01:02
3215,49888,podkid (115),00:58,default,"",,Ghosted,01:04
3216,49888,Friedrich Black,00:00,Station Engineer,"",,Ghosted,01:09
3217,49888,Collin Pearsall,01:09,Chaplain,"",,Ghosted,01:10
3218,49888,PBU-268,00:15,Cyborg,"",,Ghosted,01:13
3219,49888,Maya Foxova,00:36,Cyborg,"",,Disconnected,00:46
3220,49888,Alex Mochacha,00:00,Recycler,"",,Disconnected,01:01
3221,49888,Egor Rodriges,00:09,Animal,"",,Disconnected,01:01
3222,49888,Archie Moore,00:00,Station Engineer,"",,Disconnected,01:03
3223,49888,Darren Gregory,00:00,Xenoarchaeologist,"",,Disconnected,01:03
3224,49888,Ivan Huga,00:24,Security Cadet,"",,Disconnected,01:06
3225,49888,Gennadiy Bogdanov,00:00,Cyborg,"",,Disconnected,01:13
3226,50048,Jose Butterfill,00:09,Security Officer,"",,Cryopod,00:24
3227,50048,Goodny Einfyor,00:00,Test Subject,"",,Cryopod,00:37
3228,50048,Keegan Hunt,00:27,Mime,"",,Cryopod,00:45
3229,50048,Buddy Begbie Jr.,00:04,Test Subject,"",,Cryopod,01:08
3230,50048,Kikahhitahihahikaki,00:00,MODE,Vox Raider,{Vox Raider},Disconnected,00:08
3231,50048,Jay-Si Dendon,00:00,Chef,"",,Disconnected,00:19
3232,50048,Rom Wickwheat,00:00,Cargo Technician,"",,Disconnected,00:59
3233,50137,GUN-313,00:03,Positronic Brain,"",,Ghosted,00:03
3234,50137,Rylan Holmes,00:00,Chef,"",,Cryopod,00:17
3235,50137,Adam Harrison,00:02,Captain,"",,Ghosted in Cryopod,00:42
3236,50137,Chip Elderson,00:11,Technical Assistant,"",,Cryopod,00:45
3237,50137,GUN-313,00:03,Cyborg,"",,Ghosted,00:55
3238,50137,Tate Benford,00:00,Cyborg,"",,Ghosted,01:15
3239,50137,Martin Vanleer,00:08,Quartermaster,"",,Cryopod,01:19
3240,50137,podkid (165),01:15,"","",,Ghosted,01:23
3241,50137,Randy Best,00:00,Cyborg,"",,Ghosted,01:27
3242,50137,Arleen Morris,00:00,Clown Candidate,"",,Cryopod,01:32
3243,50137,Karen,00:00,Chief Medical Officer,"",,Ghosted,01:46
3244,50137,Alex Mochacha,00:00,Recycler,"",,Disconnected,00:30
3245,50137,Martin Vanleer,00:08,Quartermaster,"",,Disconnected,00:46
3246,50137,Frank Lloyd,00:00,Chaplain,Traitor,{Traitor},Disconnected,01:20
3247,50137,Nikolas Marcotte,00:00,Clown Candidate,"",,Disconnected,01:22
3248,50137,Toby Bush,00:00,Shaft Miner,"",,Disconnected,01:27
3249,50137,Kennzi Merriman,00:00,Station Engineer,"",,Disconnected,01:30
3250,50137,John Voyage,00:00,Clown Candidate,"",,Disconnected,01:36
3251,49412,Vladimir Nesterenko,00:00,Test Subject,"",,Ghosted in Cryopod,00:00
3252,49412,Vladimir Nesterenko,00:00,Test Subject,"",,Cryopod,00:15
3253,49412,Tyler Dean,00:20,Test Subject,"",,Cryopod,00:41
3254,49412,Osmund Huey,00:05,Research Assistant,Revolutionary,{Revolutionary},Cryopod,00:55
3255,49412,Max Woodward,00:00,Cyborg,"",,Ghosted,01:06
3256,49412,Kaela Pratt,00:00,Station Engineer,Revolutionary,{Revolutionary},Cryopod,01:07
3257,49412,Victor Barinov,00:00,Medical Doctor,"",,Cryopod,01:09
3258,49412,maintenance drone (763),00:32,Cyborg,"",,Ghosted,01:18
3259,49412,Liam O'Shea,00:00,Research Director,"",,Ghosted in Cryopod,01:19
3260,49412,Liam O'Shea,00:00,Research Director,"",,Cryopod,01:34
3261,49412,Alexander Sidorov,00:00,Medical Doctor,"",,Cryopod,01:38
3262,49412,Victor Barinov,00:00,Medical Doctor,"",,Disconnected,00:30
3263,49412,Max Basaev,00:00,Test Subject,"",,Disconnected,00:32
3264,49412,Carlos Patel,00:00,Shaft Miner,"",,Disconnected,00:55
3265,49412,William Blessig,00:00,Security Officer,"",,Disconnected,01:01
3266,49412,Noelle Thompson,00:35,Chef,Revolutionary,{Revolutionary},Disconnected,01:21
3267,49412,podkid (671),01:06,default,"",,Disconnected,01:24
3268,49412,John Gardner,00:00,Roboticist,Head Revolutionary,{Head Revolutionary},Disconnected,01:24
3269,49412,Vitia Kosoi,00:00,Research Assistant,Revolutionary,{Revolutionary},Disconnected,01:32
3270,49412,Jason Snyder,00:00,Test Subject,"",,Disconnected,01:34
3271,49412,Nikolay Gorgulov,00:00,Geneticist,"",,Disconnected,01:35
3272,49412,Kenneth Harrow,00:00,Quartermaster,Revolutionary,{Revolutionary},Disconnected,01:40
3273,49929,John Don,00:00,Paramedic,"",,Ghosted in Cryopod,00:05
3274,49929,Ink Void,00:00,Technical Assistant,"",,Cryopod,00:15
3275,49929,Karen,00:00,Research Director,"",,Cryopod,00:20
3276,49929,Seamon Light,00:00,Test Subject,"",,Ghosted,00:22
3277,49929,Scott Knapp,00:02,Test Subject,"",,Cryopod,00:23
3278,49929,maintenance drone (273),00:07,Cyborg,"",,Ghosted,00:26
3279,49929,Henderson Kemerer,00:06,Test Subject,"",,Cryopod,00:27
3280,49929,Johnny Blade,00:00,Warden,"",,Ghosted,00:36
3281,49929,Proteon (471),00:19,Proteon,Slave,{Slave},Ghosted,00:36
3282,49929,Artem Richards,00:00,Test Subject,"",,Ghosted,00:38
3283,49929,Artificer (108),00:37,Artificer,Cultist,{Cultist},Ghosted,00:38
3284,49929,Harvester (756),00:37,Animal,Cultist,{Cultist},Ghosted,00:38
3285,49929,Hatika,00:09,Medical Doctor,"",,Ghosted,00:41
3286,49929,John Merloff,00:00,Security Cadet,"",,Disconnected,00:06
3287,49929,Henderson Kemerer,00:06,Test Subject,"",,Disconnected,00:09
3288,49929,TWA,00:00,AI,"",,Disconnected,00:14
3289,49929,Peter Briggs,00:00,Cargo Technician,"",,Disconnected,00:28
3290,49929,Juggernaut (614),00:28,Juggernaut,Slave,{Slave},Disconnected,00:41
3291,49283,Shahedron Evulir,00:26,Technical Assistant,"",,Cryopod,01:06
3292,49283,Joseph Dreyfus,01:01,Test Subject,"",,Cryopod,01:18
3293,49283,Marci Blaysee,00:42,Paramedic,"",,Cryopod,01:30
3294,49283,Persh Levett,00:00,Station Engineer,Traitor,{Traitor},Cryopod,01:55
3295,50172,Nikita Bubencov,00:07,Chemist,"",,Ghosted,00:18
3296,50172,Mayron Demetrios,00:00,Captain,"",,Cryopod,00:49
3297,50172,Nikolay Gorgulov,00:22,Medical Doctor,"",,Cryopod,01:05
3298,50172,Michael Goliafof,00:00,Station Engineer,"",,Ghosted in Cryopod,01:30
3299,50172,Matthew Parsons,00:29,Recycler,"",,Disconnected,00:56
3300,50172,Blake Barett,00:47,Shaft Miner,"",,Disconnected,01:09
3301,50172,Tom Kazansky,00:00,Station Engineer,"",,Disconnected,01:28
3302,50172,Luke Roadman,00:00,Xenobiologist,"",,Disconnected,01:34
3303,50172,Nendo Galaxy,00:00,Shaft Miner,"",,Disconnected,01:36
3304,50172,Dawson Dryfus,01:14,Warden,"",,Disconnected,01:44
3305,49398,Alan Smail,00:00,Paramedic,"",,Cryopod,00:16
3306,49398,Joseph Dreyfus,00:05,Test Subject,"",,Cryopod,00:22
3307,49398,Edwin Holmes,00:02,Test Subject,"",,Cryopod,00:24
3308,49398,Dar'zahr,00:26,Janitor,"",,Ghosted in Cryopod,00:33
3309,49398,Hugo Richter,00:00,Test Subject,"",,Cryopod,00:37
3310,49398,Keegan Hunt,00:00,Security Officer,"",,Cryopod,00:40
3311,49398,Anderson Skolev,00:09,Scientist,"",,Ghosted,00:40
3312,49398,Dorothy Woodward,00:23,Cargo Technician,"",,Cryopod,00:44
3313,49398,Dar'zahr,00:26,Janitor,"",,Cryopod,00:47
3314,49398,Vadim Kapustin,00:00,Librarian,"",,Disconnected,00:00
3315,49398,Jad Shock,00:02,Test Subject,"",,Disconnected,00:03
3316,49398,Keegan Hunt,00:00,Security Officer,"",,Disconnected,00:09
3317,49398,Amelia Evilstone,00:00,Xenobiologist,Abducted,{Abducted},Disconnected,00:16
3318,49398,Wolf Albobsky,00:00,Test Subject,"",,Disconnected,00:34
3319,49398,Max Basaev,00:00,Bartender,"",,Disconnected,00:42
3320,49398,Jared Hell,00:00,Security Cadet,"",,Disconnected,00:44
3321,49398,Kane Thompson,00:00,Detective,"",,Disconnected,00:44
3322,49398,Zach'ary S'eelig,00:00,Security Officer,"",,Disconnected,00:49
3323,50102,Kronos Fanth,00:00,Medical Doctor,"",,Ghosted in Cryopod,00:02
3324,50102,Mr.Honky,00:00,Clown,"",,Ghosted,00:14
3325,50102,Chloe Price,00:00,Chaplain,"",,Ghosted,00:24
3326,50102,Tyler Dean,00:00,Medical Intern,"",,Cryopod,00:27
3327,50102,Aleksey Gregory,00:02,Test Subject,"",,Cryopod,01:09
3328,50102,Jacoby Zadovsky,00:42,Scientist,"",,Cryopod,01:17
3329,50102,Carl Bynum,00:00,Janitor,"",,Cryopod,01:18
3330,50102,InVoKeR-BM22,00:00,AI,"",,Disconnected,00:23
3331,50102,Tamsin Winton,00:00,Security Officer,"",,Disconnected,00:28
3332,50102,Aleksey Gregory,00:02,Test Subject,"",,Disconnected,00:52
3333,50102,Jacoby Zadovsky,00:42,Scientist,"",,Disconnected,00:53
3334,50063,Roman Elinov,00:00,Security Officer,"",,Cryopod,01:30
3335,50063,Issar Hess,00:00,Atmospheric Technician,"",,Cryopod,01:52
3336,50063,Lenny Alice,01:08,Scientist,"",,Disconnected,01:44
3337,49390,Vadim Kapustin,00:00,Librarian,"",,Ghosted in Cryopod,00:00
3338,49390,Vladimir Nesterenko,00:00,Security Officer,"",,Ghosted,00:13
3339,49390,Vadim Kapustin,00:00,Librarian,"",,Cryopod,00:15
3340,49390,Bryan Riker,00:00,Janitor,"",,Cryopod,00:17
3341,49390,Troy Orgail,00:00,Technical Assistant,"",,Ghosted,00:18
3342,49390,Ink Void,00:20,Shaft Miner,"",,Ghosted in Cryopod,00:26
3343,49390,Oscar Spock,00:00,Geneticist,"",,Ghosted,00:31
3344,49390,Dorothy Woodward,00:00,Test Subject,"",,Cryopod,00:36
3345,49390,Ink Void,00:20,Shaft Miner,"",,Cryopod,00:41
3346,49390,Aphelios Tildor,00:00,Security Officer,"",,Ghosted,00:41
3347,49390,Cy Black,00:00,Cargo Technician,"",,Ghosted,00:43
3348,49390,Kris Merdrod,00:00,Paramedic,"",,Ghosted,00:45
3349,49390,Cold Winds Of Winter,00:07,Chemist,"",,Ghosted,00:45
3350,49390,alien facehugger (722),00:45,MODE,Xenomorph,{Xenomorph},Ghosted,00:47
3351,49390,alien hunter (814),00:40,Alien,Hunter,{Xenomorph},Ghosted,00:48
3352,49390,ARMA-970,00:20,Cyborg,"",,Ghosted,00:48
3353,49390,Hasitihika,00:00,Scientist,"",,Disconnected,00:05
3354,49390,Jonathan Jozaf,00:00,Atmospheric Technician,"",,Disconnected,00:29
3355,49390,Seymour Briggs,00:14,Shaft Miner,"",,Disconnected,00:52
3356,49661,maintenance drone (378),00:07,Cyborg,"",,Ghosted,00:22
3357,49661,mouse (377),00:25,Animal,"",,Ghosted,00:30
3358,49661,Donella Benford,00:00,Chef,"",,Cryopod,01:12
3359,49661,Yakov Skiewski,00:00,Bartender,"",,Cryopod,01:23
3360,49661,podkid (413),01:26,"","",,Ghosted,01:26
3361,49661,Edgar Wice,00:05,Shaft Miner,"",,Cryopod,01:40
3362,49661,Edgar Wice,00:05,Shaft Miner,"",,Disconnected,01:02
3363,49661,Davion Carr,01:27,Chef,"",,Disconnected,01:45
3364,49661,Flint Brinigh,01:27,Station Engineer,"",,Disconnected,01:50
3365,50058,Joaquin Muller,00:00,Test Subject,"",,Cryopod,00:14
3366,50058,YEBOK,00:00,Clown,"",,Cryopod,00:18
3367,50058,Roman Elinov,00:00,Test Subject,"",,Cryopod,00:29
3368,50058,Oleg Kamilov,00:20,Chef,"",,Cryopod,01:46
3369,50058,YEBOK,00:00,Clown,"",,Disconnected,00:01
3370,50058,Mico,00:37,default,"",,Disconnected,01:25
3371,50058,Joi Mckendrick,00:35,Botanist,"",,Disconnected,01:35
3372,49451,Vadim Kapustin,00:54,Test Subject,"",,Ghosted in Cryopod,01:14
3373,49451,CDB-360,00:09,Cyborg,"",,Disconnected,00:59
3374,49451,Egor Baldov,00:00,Chaplain,"",,Disconnected,01:08
3375,49451,Thomas Leech,00:35,Librarian,"",,Disconnected,01:16
3376,49309,Vadim Kapustin,00:00,Bartender,"",,Ghosted,00:00
3377,49309,Vadim Kapustin,00:00,Bartender,"",,Cryopod,00:15
3378,49309,Kaylie Pennington,00:00,Medical Doctor,"",,Ghosted,00:17
3379,49812,Rafael Sunders,00:00,Test Subject,"",,Ghosted in Cryopod,00:02
3380,49812,CHRI-114,00:03,Positronic Brain,"",,Ghosted,00:03
3381,49812,maintenance drone (714),00:03,Cyborg,"",,Ghosted,00:09
3382,49812,mouse (833),00:29,Animal,"",,Ghosted,00:35
3383,49812,Collin Pearsall,00:00,Recycler,"",,Cryopod,00:37
3384,49812,Aphelios Tildor,00:24,Station Engineer,"",,Ghosted in Cryopod,00:56
3385,49812,Johnathan Armstrong,00:00,Station Engineer,"",,Cryopod,00:58
3386,49812,Artem Kotov,00:00,Scientist,"",,Ghosted in Cryopod,00:59
3387,49812,Dorothy Curry,00:00,Technical Assistant,"",,Cryopod,01:05
3388,49812,Shivi Soha'ru,00:00,Shaft Miner,"",,Ghosted,01:06
3389,49812,Melvyn Kuznetsov,00:00,Cyborg,"",,Ghosted,01:08
3390,49812,Ruslan Orudjov,00:06,Mime,Abducted,{Abducted},Cryopod,01:11
3391,49812,Mothership Iota Agent,00:00,MODE,Abductor Agent,{Abductor Agent},Ghosted,01:14
3392,49812,CHRI-114,00:03,Cyborg,"",,Ghosted,01:14
3393,49812,Collin Pearsall,00:00,Recycler,"",,Disconnected,00:12
3394,49812,Ruslan Orudjov,00:06,Mime,"",,Disconnected,00:23
3395,49812,Justin Pokrovsky,00:18,Scientist,"",,Disconnected,00:32
3396,49812,Richard Reed,00:00,Head of Personnel,"",,Disconnected,00:32
3397,49812,Egor Rodriges,00:05,Psychiatrist,"",,Disconnected,00:37
3398,49812,Johnathan Armstrong,00:00,Station Engineer,"",,Disconnected,00:39
3399,49812,Keegan Hunt,00:00,Cyborg,"",,Disconnected,00:43
3400,49812,John Phelps,00:00,Detective,"",,Disconnected,00:58
3401,49812,Morgan Lauffer,00:00,Shaft Miner,"",,Disconnected,01:00
3402,49812,Sem Liryks,00:35,Chef,"",,Disconnected,01:00
3403,49812,Marcus Frei,00:00,Chemist,Traitor,{Traitor},Disconnected,01:13
3486,49375,MET-789,01:04,Cyborg,"",,Ghosted,01:41
3404,49812,Jhin Handa,00:19,Test Subject,Abducted,{Abducted},Disconnected,01:15
3405,49812,Morgan Prescott,00:00,Technical Assistant,"",,Disconnected,01:17
3406,49430,Brittany Ray,00:00,Scientist,"",,Ghosted in Cryopod,00:05
3407,49430,Brittany Ray,00:00,Scientist,"",,Cryopod,00:20
3408,49430,Julio Harrold,00:36,Chaplain,"",,Ghosted in Cryopod,00:38
3409,49430,Andy Whiteman,00:14,Test Subject,"",,Cryopod,00:42
3410,49430,Vanda Chernova,00:00,Research Assistant,"",,Cryopod,00:43
3411,49430,Cold Winds Of Winter,00:00,Roboticist,Traitor,{Traitor},Cryopod,00:47
3412,49430,Julio Harrold,00:36,Chaplain,"",,Cryopod,00:53
3413,49430,Richard Sidner,00:00,Geneticist,"",,Cryopod,01:33
3414,49430,Jean-Paul Michelin,00:11,Chef,"",,Cryopod,01:34
3415,49430,Edward Brown,00:00,Test Subject,"",,Cryopod,01:35
3416,49430,Tamsin Winton,00:00,Technical Assistant,"",,Disconnected,00:02
3417,49430,Ink Void,00:00,Shaft Miner,"",,Disconnected,00:03
3418,49430,Richard Sidner,00:00,Geneticist,"",,Disconnected,00:05
3419,49430,mouse (908),00:06,Animal,"",,Disconnected,00:12
3420,49430,Andy Whiteman,00:14,Test Subject,"",,Disconnected,00:15
3421,49430,Cold Winds Of Winter,00:00,Roboticist,Traitor,{Traitor},Disconnected,00:16
3422,49430,Vanda Chernova,00:00,Research Assistant,"",,Disconnected,00:16
3423,49430,Jean-Paul Michelin,00:11,Chef,"",,Disconnected,00:52
3424,49430,Seymour Briggs,01:24,Test Subject,"",,Disconnected,01:38
3425,49585,unknown,01:06,default,"",,Ghosted,01:06
3426,49585,Alan Smail,00:00,Security Officer,"",,Cryopod,01:11
