id,root_id,name,assigned_role,special_role,antag_roles
24696,50044,mouse (186),Animal,"",
24697,50044,Jhin Handa,Forensic Technician,"",
24698,50044,P.O.H.U.Y.,pAI,"",
24699,50044,пИИ,pAI,"",
24700,50044,Mr.OldHonkus,Clown,"",
24701,50044,Morgan Prescott,Bartender,"",
24702,50044,Matthew Parsons,Test Subject,"",
24703,50044,mouse (802),Animal,"",
24704,50044,mouse (753),Animal,"",
24705,50046,Paral Dune,Recycler,Cultist,{Cultist}
24706,50046,Petr Metelsky,Shaft Miner,"",
24707,50046,John Don,Paramedic,"",
24708,50046,Hans Uberman,Security Officer,"",
24709,50046,M'ark M'rshan,Roboticist,Cultist,{Cultist}
24710,50046,Artemida Byblikova,Warden,"",
24711,50046,M.J.O.C.D.,AI,"",
24712,50046,Deimfords Kendesand,Head of Security,"",
24713,50046,Kronos Fanth,Scientist,Cultist,{Cultist}
24714,50046,Jora Nor,Station Engineer,Cultist,{Cultist}
24715,50046,Kris Merdrod,Atmospheric Technician,"",
24716,50046,Alex Mochacha,Xenoarchaeologist,"",
24717,50046,Vite Garcello,Security Officer,"",
24718,50046,Kshchis'sar Nsia,Paramedic,"",
24719,50046,Sergey Labuda,Technical Assistant,"",
24720,50046,Troy Orgail,Medical Doctor,"",
24721,50046,Tahikaeeti,Recycler,Cultist,{Cultist}
24722,50046,Lim Al-Kuds,Head of Personnel,Cultist,{Cultist}
24723,50046,Nikolay Gorgulov,Medical Doctor,Cultist,{Cultist}
24724,50046,Ben Vorg,Technical Assistant,"",
24725,50046,Gwenevere Coldsmith,Atmospheric Technician,Cultist,{Cultist}
24726,50046,Karen,Chemist,"",
24727,50046,Jayson Jones,Cyborg,"",
24728,50046,Hugo Richter,Test Subject,Cultist,{Cultist}
24729,50046,Marco Holmes,Security Officer,"",
24730,50046,Jhin Handa,Captain,"",
24731,50046,Vladimir Marks,Chemist,"",
24732,50046,Mysok Hawkins,Security Cadet,"",
24733,50046,Aurelianus Aquilimus,Security Officer,"",
24734,50046,Li'quxpixli Lenienq'wik,Shaft Miner,"",
24735,50046,Juliane May,Bartender,Cultist,{Cultist}
24736,50046,Travis Roadman,Cyborg,"",
24737,50046,Thomas Leech,Librarian,Cultist,{Cultist}
24738,50046,Vlad Korvish,Station Engineer,"",
24739,50046,Michael Langston,Geneticist,"",
24740,50046,Gregory Jones,Shaft Miner,"",
24741,50046,Daniel Mildred,Security Officer,"",
24742,50046,HK-OI,Detective,"",
24743,50046,Jo Jo Bobo Bo,Clown,"",
24744,50046,Jayden Fisher,Roboticist,"",
24745,50046,Cassian Winton,Chief Medical Officer,"",
24746,50046,Issa Messa,Medical Intern,"",
24747,50046,Roman Larum,Medical Doctor,"",
24748,50046,Patrick Kimball,Station Engineer,"",
24749,50046,Ivan Huga,Security Cadet,"",
24750,50046,Boris Britva,Medical Intern,"",
24751,50046,George Orwell,Medical Intern,"",
24752,50046,Snake Solid,Research Assistant,Cultist,{Cultist}
24753,50046,Doran Prikli,Mime,"",
24754,50046,homunculus of Nar-Sie XIV,default,Cultist,{Cultist}
24755,50046,Raymond Mingle,Chef,Cultist,{Cultist}
24756,50046,Morgan Prevatt,Quartermaster,Cultist,{Cultist}
24757,50046,Felix McDonald,Janitor,"",
24758,50046,Sivean Doulson,Xenobiologist,Cultist,{Cultist}
24759,50046,Steven Koolen,Chaplain,"",
24760,50046,Edward Brown,Scientist,Cultist,{Cultist}
24761,50046,Mark Fisherman,Cargo Technician,Cultist,{Cultist}
24762,50046,Adam Harrison,Chief Engineer,"",
24763,50046,Micah Shirey,Test Subject,Cultist,{Cultist}
24764,50046,Tshepilov Sergei,Test Subject,"",
24765,50046,Monty Cooper,Test Subject,"",
24766,50046,Aleksey Nemnojko,Test Subject,Cultist,{Cultist}
24767,50046,Seamon Light,Test Subject,"",
24768,50046,homunculus of The Geometer of Blood I,default,Cultist,{Cultist}
24769,50046,Shade of homunculus of The Geometer of Blood I,Shade,"",
24770,50046,Wraith (616),Wraith,Slave,{Slave}
24771,50046,Rikitarikiri,Technical Assistant,Cultist,{Cultist}
24772,50046,Toby Bush,Psychiatrist,"",
24773,50046,homunculus of The Geometer of Blood VII,default,Cultist,{Cultist}
24774,50046,Shade of homunculus of The Geometer of Blood VII,Shade,"",
24775,50046,Wraith (552),Wraith,Slave,{Slave}
24776,50046,Unbelievable God,Shade,"",
24777,50046,Shade of Patrick Kimball,Shade,"",
24778,50046,Wraith (924),Wraith,Slave,{Slave}
24779,50046,Artem Kotov,Test Subject,Cultist,{Cultist}
24780,50046,homunculus of Dark One XI,default,Cultist,{Cultist}
24781,50046,Ceasar Wood,Botanist,"",
24782,50046,Ian,"",Cultist,{Cultist}
24783,50046,Keegan Hunt,Research Director,"",
24784,50046,Shade of homunculus of Dark One XI,Shade,"",
24785,50046,XSI-846,Cyborg,"",
24786,50046,Juggernaut (168),Juggernaut,Slave,{Slave}
24787,50046,Shade of Tshepilov Sergei,Shade,"",
24788,50046,Shade of Jora Nor,Shade,"",
24789,50046,Wraith (86),Wraith,Slave,{Slave}
24790,50046,Wraith (207),Wraith,Slave,{Slave}
24791,50046,Shade of Hugo Richter,Shade,"",
24792,50046,Wraith (6),Wraith,Slave,{Slave}
24793,50046,Milosh Greenle,Test Subject,"",
24794,50046,JRD-429,Cyborg,"",
24795,50046,mouse (974),Animal,"",
24796,50046,mouse (321),Animal,"",
24797,50046,Clara Paradise,Barber,"",
24798,50046,Slen Franko,Security Cadet,"",
24799,50046,homunculus of Dark One XI,default,Cultist,{Cultist}
24800,50046,Shade of homunculus of Dark One XI,Shade,"",
24801,50046,Wraith (457),Wraith,Slave,{Slave}
24802,50046,homunculus of The One Who Sees XVIII,default,Cultist,{Cultist}
24803,50046,Shade of homunculus of The One Who Sees XVIII,Shade,"",
24804,50046,Wraith (819),Wraith,Slave,{Slave}
24805,50046,homunculus of Dark One XVIII,default,Cultist,{Cultist}
24806,50046,Shade of homunculus of Dark One XVIII,Shade,"",
24807,50046,Wraith (221),Wraith,Slave,{Slave}
24808,50046,Nick Fox,Test Subject,Cultist,{Cultist}
24809,50046,homunculus of Nar-Sie I,default,Cultist,{Cultist}
24810,50046,Shade of homunculus of Nar-Sie I,Shade,"",
24811,50046,Mike Spenser,Cargo Technician,"",
24812,50046,Proteon (589),Proteon,Slave,{Slave}
24813,50046,OSI-141,Cyborg,"",
24814,50046,homunculus of Nar-Sie VII,default,Cultist,{Cultist}
24815,50046,Shade of homunculus of Nar-Sie VII,Shade,"",
24816,50046,Wraith (112),Wraith,Slave,{Slave}
24817,50046,homunculus of Nar-Sie IX,default,Cultist,{Cultist}
24818,50046,Shade of homunculus of Nar-Sie IX,Shade,"",
24819,50046,Artificer (398),Artificer,Slave,{Slave}
24820,50046,Alex Ermakov,Botanist,"",
24821,50046,Shade of Mark Fisherman,Shade,"",
24822,50046,Ivan Semenov,Chef,"",
24823,50046,Wraith (931),Wraith,Slave,{Slave}
24824,50046,homunculus of Nar-Sie XIII,default,Cultist,{Cultist}
24825,50046,Shade of homunculus of Nar-Sie XIII,Shade,"",
24826,50046,Wraith (509),Wraith,Slave,{Slave}
24827,50046,homunculus of Dark One VII,default,Cultist,{Cultist}
24828,50046,Shade of homunculus of Dark One VII,Shade,"",
24829,50046,Proteon (971),Proteon,Slave,{Slave}
24830,50046,homunculus of The Geometer of Blood XII,default,Cultist,{Cultist}
24831,50046,Shade of homunculus of The Geometer of Blood XII,Shade,"",
24832,50046,Wraith (539),Wraith,Slave,{Slave}
24833,50046,Jesus Exery,Test Subject,"",
24834,50046,Shade of Tahikaeeti,Shade,"",
24835,50046,Proteon (563),Proteon,Slave,{Slave}
24836,50046,familiar of Nar-Sie IV,Animal,Cultist,{Cultist}
24837,50046,familiar of The One Who Sees II,Animal,Cultist,{Cultist}
24838,50046,homunculus of Dark One V,default,Cultist,{Cultist}
24839,50046,Shade of homunculus of Dark One V,Shade,"",
24840,50046,Wraith (887),Wraith,Slave,{Slave}
24841,50046,homunculus of Dark One IV,default,Cultist,{Cultist}
24842,50046,Shade of homunculus of Dark One IV,Shade,"",
24843,50046,Proteon (461),Proteon,Slave,{Slave}
25115,50054,Raymond Mingle,Botanist,"",
24844,50046,homunculus of The One Who Sees XVII,default,Cultist,{Cultist}
24845,50046,Shade of homunculus of The One Who Sees XVII,Shade,"",
24846,50046,Proteon (599),Proteon,Slave,{Slave}
24847,50046,homunculus of The One Who Sees XVI,default,Cultist,{Cultist}
24848,50046,Shade of homunculus of The One Who Sees XVI,Shade,"",
24849,50046,Wraith (716),Wraith,Slave,{Slave}
24850,50046,mouse (752),Animal,"",
24851,50046,homunculus of Nar-Sie XV,default,Cultist,{Cultist}
24852,50046,Shade of homunculus of Nar-Sie XV,Shade,"",
24853,50046,Proteon (607),Proteon,Slave,{Slave}
24854,50046,homunculus of Nar-Sie XV,default,Cultist,{Cultist}
24855,50046,Shade of homunculus of Nar-Sie XV,Shade,"",
24856,50046,Proteon (863),Proteon,Slave,{Slave}
24857,50046,homunculus of Dark One I,default,Cultist,{Cultist}
24858,50046,Shade of homunculus of Dark One I,Shade,"",
24859,50046,homunculus of Dark One XVII,default,Cultist,{Cultist}
24860,50046,Wraith (171),Wraith,Slave,{Slave}
24861,50046,Shade of homunculus of Dark One XVII,Shade,"",
24862,50046,Proteon (838),Proteon,Slave,{Slave}
24863,50046,homunculus of The One Who Sees IV,default,Cultist,{Cultist}
24864,50046,Shade of homunculus of The One Who Sees IV,Shade,"",
24865,50046,Proteon (213),Proteon,Slave,{Slave}
24866,50046,maintenance drone (245),Cyborg,"",
24867,50046,mouse (21),Animal,"",
24868,50047,Juan Williis,Bartender,"",
24869,50047,Mark Murkenliebe,Detective,"",
24870,50047,Gleb Sobachkin,Recycler,"",
24871,50047,Helforetti Richer,Captain,"",
24872,50047,Rathen Hell,Chef,Traitor,{Traitor}
24873,50047,Loo Nash,Scientist,"",
24874,50047,Joseph Dreyfus,Station Engineer,"",
24875,50047,Igor Collins,Technical Assistant,"",
24876,50047,Rafael Parker,Head of Personnel,"",
24877,50047,Jayce Snyder,Head of Security,"",
24878,50047,Elizabeth Wayne,Quartermaster,"",
24879,50047,Melvin Treeby,Medical Doctor,"",
24880,50047,mouse (922),Animal,"",
24881,50047,maintenance drone (609),Cyborg,"",
24882,50047,maintenance drone (944),Cyborg,"",
24883,50047,mouse (280),Animal,"",
24884,50047,maintenance drone (219),Cyborg,"",
24885,50051,Juan Williis,Recycler,"",
24886,50051,Ter,AI,"",
24887,50051,Loo Nash,Scientist,"",
24888,50051,Igor Collins,Cyborg,"",
24889,50051,Gleb Sobachkin,Test Subject,"",
24890,50051,Joseph Dreyfus,Station Engineer,"",
24891,50051,Najah Mujib,Shaft Miner,"",
24892,50051,Trey Noton,Captain,"",
24893,50051,mouse (106),Animal,"",
24894,50051,mouse (620),Animal,"",
24895,50053,Artemida Byblikova,Scientist,"",
24896,50053,Leroy White,Chief Medical Officer,"",
24897,50053,R'Askkanse Sarr'assen,Chemist,"",
24898,50053,alien hunter (484),Alien,Hunter,{Xenomorph}
24899,50053,Thomas Wild,Chief Engineer,"",
24900,50053,Issa Messa,Scientist,"",
24901,50053,Alpha,AI,"",
24902,50053,Alex Mochacha,Xenobiologist,"",
24903,50053,Kshchis'sar Nsia,Paramedic,"",
24904,50053,LIM,AI,"",
24905,50053,Mysok Hawkins,Security Cadet,"",
24906,50053,Clinton Werner,Test Subject,"",
24907,50053,Olban Deer,Mime,"",
24908,50053,Aramsha Jarmack,Janitor,"",
24909,50053,Zach'ary S'eelig,Security Officer,"",
24910,50053,Jora Nor,Station Engineer,"",
24911,50053,Hatika,Shaft Miner,"",
24912,50053,John Mackenzie,Test Subject,"",
24913,50053,Karen,Chemist,"",
24914,50053,Lia Paterson,Warden,"",
24915,50053,Milosh Greenle,Security Officer,"",
24916,50053,Bombila,Clown,"",
24917,50053,alien drone (16),Alien,Drone,{Xenomorph}
24918,50053,Miron,Alien,Larva,{Xenomorph}
24919,50053,Derreck Milne,Paramedic,"",
24920,50053,alien queen (210),Alien,Queen,{Xenomorph}
24921,50053,Shagan Rock'Shur,Test Subject,"",
24922,50053,Kennzi Merriman,Station Engineer,"",
24923,50053,Ivan Huga,Research Assistant,"",
24924,50053,Ink Void,Psychiatrist,"",
24925,50053,Artem Kotov,Cyborg,"",
24926,50053,Jayson Jones,Cyborg,"",
24927,50053,Harvey Schaeffer,Station Engineer,"",
24928,50053,Francisco Kelly,Chaplain,"",
24929,50053,Hans Uberman,Security Officer,"",
24930,50053,Flick Welty,Quartermaster,"",
24931,50053,John Don,Medical Intern,"",
24932,50053,Gwenevere Coldsmith,Atmospheric Technician,"",
24933,50053,Nicholas Dark,Research Director,"",
24934,50053,Pablo Briner,Head of Personnel,"",
24935,50053,Bryan James,Chef,"",
24936,50053,Maxoun Gymovic,Chef,"",
24937,50053,Arthur Garland,Bartender,"",
24938,50053,Adam Browning Jr,Shaft Miner,"",
24939,50053,Vlad Korvish,Station Engineer,"",
24940,50053,Jimmy Bishop,Cargo Technician,"",
24941,50053,Jhin Handa,Internal Affairs Agent,"",
24942,50053,Juliane May,Recycler,"",
24943,50053,Aurelianus Aquilimus,Head of Security,"",
24944,50053,Robert Liech,Security Officer,"",
24945,50053,Vuq'quo Vix'xrim,Medical Doctor,"",
24946,50053,Zayden Fiddler,Security Officer,"",
24947,50053,Phillip Stocker,Recycler,"",
24948,50053,Sivean Doulson,Roboticist,"",
24949,50053,Theory Of Sunrise,Cargo Technician,"",
24950,50053,Zikkykikati,Medical Doctor,"",
24951,50053,Jayden Fisher,Test Subject,"",
24952,50053,alien facehugger (975),MODE,Xenomorph,{Xenomorph}
24953,50053,alien facehugger (380),MODE,Xenomorph,{Xenomorph}
24954,50053,alien drone (845),Alien,Drone,{Xenomorph}
24955,50053,alien queen (958),Alien,Queen,{Xenomorph}
24956,50053,Ibrahim Koczinsky,Test Subject,"",
24957,50053,alien facehugger (25),MODE,Xenomorph,{Xenomorph}
24958,50053,Nikolas Marcotte,Test Subject,"",
24959,50053,alien facehugger (775),MODE,Xenomorph,{Xenomorph}
24960,50053,alien larva (478),MODE,Larva,{Xenomorph}
24961,50053,alien facehugger (811),MODE,Xenomorph,{Xenomorph}
24962,50053,alien facehugger (1),MODE,Xenomorph,{Xenomorph}
24963,50053,alien facehugger (165),MODE,Xenomorph,{Xenomorph}
24964,50053,alien sentinel (809),Alien,Sentinel,{Xenomorph}
24965,50053,alien facehugger (548),MODE,Xenomorph,{Xenomorph}
24966,50053,alien facehugger (130),MODE,Xenomorph,{Xenomorph}
24967,50053,alien facehugger (970),MODE,Xenomorph,{Xenomorph}
24968,50053,alien facehugger (503),MODE,Xenomorph,{Xenomorph}
24969,50053,alien larva (495),MODE,Larva,{Xenomorph}
24970,50053,alien sentinel (342),Alien,Sentinel,{Xenomorph}
24971,50053,alien larva (308),MODE,Larva,{Xenomorph}
24972,50053,alien queen (562),Alien,Queen,{Xenomorph}
24973,50053,alien facehugger (779),MODE,Xenomorph,{Xenomorph}
24974,50053,alien facehugger (694),MODE,Xenomorph,{Xenomorph}
24975,50053,alien facehugger (425),MODE,Xenomorph,{Xenomorph}
24976,50053,alien facehugger (248),MODE,Xenomorph,{Xenomorph}
24977,50053,Mark McCarthy,Captain,"",
24978,50053,alien facehugger (641),MODE,Xenomorph,{Xenomorph}
24979,50053,alien sentinel (152),Alien,Sentinel,{Xenomorph}
24980,50053,Hector Jenner,Medical Intern,"",
24981,50053,alien hunter (722),Alien,Hunter,{Xenomorph}
24982,50053,Raan Eitigon,Research Assistant,"",
24983,50053,Sensei Hazuki,MODE,Space Ninja,{Space Ninja}
24984,50053,alien hunter (28),Alien,Hunter,{Xenomorph}
24985,50053,OM,AI,"",
24986,50053,alien larva (965),MODE,Larva,{Xenomorph}
24987,50053,Ceasar Wood,Shaft Miner,"",
24988,50053,alien facehugger (820),MODE,Xenomorph,{Xenomorph}
24989,50053,alien facehugger (217),MODE,Xenomorph,{Xenomorph}
24990,50053,alien facehugger (235),MODE,Xenomorph,{Xenomorph}
24991,50053,alien facehugger (415),MODE,Xenomorph,{Xenomorph}
24992,50053,alien facehugger (478),MODE,Xenomorph,{Xenomorph}
24993,50053,alien facehugger (150),MODE,Xenomorph,{Xenomorph}
24994,50053,alien facehugger (761),MODE,Xenomorph,{Xenomorph}
24995,50053,alien facehugger (828),MODE,Xenomorph,{Xenomorph}
24996,50053,alien hunter (204),Alien,Hunter,{Xenomorph}
24997,50053,alien drone (149),Alien,Drone,{Xenomorph}
24998,50053,alien drone (841),Alien,Drone,{Xenomorph}
24999,50053,Unbelievable God,Chaplain`s staff,"",
25000,50053,Toby Bush,Forensic Technician,"",
25001,50053,alien facehugger (466),MODE,Xenomorph,{Xenomorph}
25002,50053,alien facehugger (133),MODE,Xenomorph,{Xenomorph}
25003,50053,alien sentinel (377),Alien,Sentinel,{Xenomorph}
25004,50053,alien hunter (875),Alien,Hunter,{Xenomorph}
25005,50053,alien facehugger (174),MODE,Xenomorph,{Xenomorph}
25006,50053,alien facehugger (258),MODE,Xenomorph,{Xenomorph}
25007,50053,alien facehugger (498),MODE,Xenomorph,{Xenomorph}
25008,50053,alien larva (157),MODE,Larva,{Xenomorph}
25009,50053,alien larva (780),MODE,Larva,{Xenomorph}
25010,50053,alien drone (483),Alien,Drone,{Xenomorph}
25011,50053,mouse (394),Animal,"",
25012,50053,alien facehugger (623),MODE,Xenomorph,{Xenomorph}
25013,50053,alien facehugger (417),MODE,Xenomorph,{Xenomorph}
25014,50053,alien facehugger (314),MODE,Xenomorph,{Xenomorph}
25015,50053,alien hunter (784),Alien,Hunter,{Xenomorph}
25016,50053,alien facehugger (486),MODE,Xenomorph,{Xenomorph}
25017,50053,alien sentinel (367),Alien,Sentinel,{Xenomorph}
25018,50053,alien facehugger (20),MODE,Xenomorph,{Xenomorph}
25019,50053,alien facehugger (566),MODE,Xenomorph,{Xenomorph}
25020,50053,alien facehugger (68),MODE,Xenomorph,{Xenomorph}
25021,50053,alien hunter (674),Alien,Hunter,{Xenomorph}
25022,50053,alien facehugger (307),MODE,Xenomorph,{Xenomorph}
25023,50053,alien facehugger (657),MODE,Xenomorph,{Xenomorph}
25024,50053,Woclaw Przjemyslawitch,Technical Assistant,"",
25025,50053,Nick Fox,Technical Assistant,"",
25026,50053,alien sentinel (843),Alien,Sentinel,{Xenomorph}
25027,50053,alien hunter (334),Alien,Hunter,{Xenomorph}
25216,50057,Dar'zahr,Medical Doctor,"",
25028,50053,alien facehugger (275),MODE,Xenomorph,{Xenomorph}
25029,50053,alien facehugger (177),MODE,Xenomorph,{Xenomorph}
25030,50053,alien hunter (683),Alien,Hunter,{Xenomorph}
25031,50053,alien facehugger (428),MODE,Xenomorph,{Xenomorph}
25032,50053,alien facehugger (18),MODE,Xenomorph,{Xenomorph}
25033,50053,alien hunter (949),Alien,Hunter,{Xenomorph}
25034,50053,alien facehugger (537),MODE,Xenomorph,{Xenomorph}
25035,50053,alien drone (169),Alien,Drone,{Xenomorph}
25036,50053,Roman Elinov,Test Subject,"",
25037,50053,alien facehugger (769),MODE,Xenomorph,{Xenomorph}
25038,50053,alien larva (540),MODE,Larva,{Xenomorph}
25039,50053,Denis Denisenko,Medical Doctor,"",
25040,50053,alien larva (363),MODE,Larva,{Xenomorph}
25041,50053,alien facehugger (730),MODE,Xenomorph,{Xenomorph}
25042,50053,Curly Mens,Scientist,"",
25043,50053,alien sentinel (882),Alien,Sentinel,{Xenomorph}
25044,50053,alien facehugger (866),MODE,Xenomorph,{Xenomorph}
25045,50053,alien facehugger (482),MODE,Xenomorph,{Xenomorph}
25046,50053,alien hunter (561),Alien,Hunter,{Xenomorph}
25047,50053,alien facehugger (647),MODE,Xenomorph,{Xenomorph}
25048,50053,Keegan Hunt,Research Director,"",
25049,50053,Pusistik,pAI,"",
25050,50053,alien facehugger (410),MODE,Xenomorph,{Xenomorph}
25051,50053,alien facehugger (432),MODE,Xenomorph,{Xenomorph}
25052,50053,alien facehugger (848),MODE,Xenomorph,{Xenomorph}
25053,50053,alien hunter (555),Alien,Hunter,{Xenomorph}
25054,50053,Kirill Vasanski,Station Engineer,"",
25055,50053,alien facehugger (457),MODE,Xenomorph,{Xenomorph}
25056,50053,alien facehugger (807),MODE,Xenomorph,{Xenomorph}
25057,50053,alien facehugger (128),MODE,Xenomorph,{Xenomorph}
25058,50053,alien drone (691),Alien,Drone,{Xenomorph}
25059,50053,alien larva (296),MODE,Larva,{Xenomorph}
25060,50053,alien facehugger (800),MODE,Xenomorph,{Xenomorph}
25061,50053,alien facehugger (170),MODE,Xenomorph,{Xenomorph}
25062,50053,Diehard,MODE,Emergency Responder,{Emergency Responder}
25063,50053,alien facehugger (33),MODE,Xenomorph,{Xenomorph}
25064,50053,Agent,MODE,Emergency Responder,{Emergency Responder}
25065,50053,:ia,MODE,Emergency Responder,{Emergency Responder}
25066,50053,alien larva (316),MODE,Larva,{Xenomorph}
25067,50053,alien facehugger (364),MODE,Xenomorph,{Xenomorph}
25068,50053,Robodebil,MODE,Emergency Responder,{Emergency Responder}
25069,50053,Gaz,MODE,Emergency Responder,{Emergency Responder}
25070,50053,alien larva (443),MODE,Larva,{Xenomorph}
25071,50053,alien facehugger (911),MODE,Xenomorph,{Xenomorph}
25072,50053,alien larva (43),MODE,Larva,{Xenomorph}
25073,50053,Tate Benford,Test Subject,"",
25074,50054,Issa Messa,Cyborg,"",
25075,50054,Ibrahim Koczinsky,Cargo Technician,Gangster,{Gangster}
25076,50054,Ceasar Wood,Bartender,"",
25077,50054,Quiwz'xu Qox,Shaft Miner,"",
25078,50054,Kshchis'sar Nsia,Scientist,"",
25079,50054,Keegan Hunt,Head of Security,"",
25080,50054,Maxoun Gymovic,Chef,"",
25081,50054,Aramsha Jarmack,Janitor,"",
25082,50054,Roman Elinov,Test Subject,"",
25083,50054,Harvey Schaeffer,Station Engineer,Gangster,{Gangster}
25084,50054,Bishop,AI,"",
25085,50054,Curly Mens,Research Director,Gangster Leader,{Gangster Leader}
25086,50054,Nick Fox,Technical Assistant,Gangster Leader,{Gangster Leader}
25087,50054,Bryan James,Chef,"",
25088,50054,Denis Denisenko,Medical Doctor,Gangster,{Gangster}
25089,50054,Robert Liech,Head of Personnel,"",
25090,50054,Karen,Chemist,Gangster,{Gangster}
25091,50054,Hatika,Medical Doctor,Gangster,{Gangster}
25092,50054,Miron,Roboticist,"",
25093,50054,Sivean Doulson,Chaplain,Gangster,{Gangster}
25094,50054,Leroy White,Medical Doctor,Gangster,{Gangster}
25095,50054,Alex Mochacha,Botanist,Gangster,{Gangster}
25096,50054,Deimfords Kendesand,Security Officer,"",
25097,50054,Jhin Handa,Captain,"",
25098,50054,Phillip Stocker,Recycler,"",
25099,50054,Mark McCarthy,Quartermaster,"",
25100,50054,Shagan Rock'Shur,Test Subject,"",
25101,50054,Lion Remark,Test Subject,"",
25102,50054,Jimmy Bishop,Shaft Miner,"",
25103,50054,Derreck Milne,Paramedic,"",
25104,50054,Toby Bush,Mime,"",
25105,50054,Tate Benford,Recycler,"",
25106,50054,Matthew Parsons,Scientist,Gangster,{Gangster}
25107,50054,John Don,Paramedic,Gangster Leader,{Gangster Leader}
25108,50054,Jin Relo,Cyborg,"",
25109,50054,Li'quxpixli Lenienq'wik,Shaft Miner,"",
25110,50054,Lim Al-Kuds,Test Subject,"",
25111,50054,Adam Browning Jr,Cargo Technician,"",
25112,50054,Emanuel Parker,Roboticist,"",
25113,50054,Ink Void,Psychiatrist,Gangster,{Gangster}
25114,50054,Theory Of Sunrise,Librarian,"",
25116,50054,Gabriel Eggbert,Xenoarchaeologist,"",
25117,50054,Jayden Fisher,Security Officer,"",
25118,50054,Flick Welty,Detective,"",
25119,50054,Juliane May,Security Officer,"",
25120,50054,S'Shahir Mi'sshi,Station Engineer,"",
25121,50054,MET-483,Cyborg,"",
25122,50054,Vuq'quo Vix'xrim,Xenobiologist,"",
25123,50054,mouse (816),Animal,"",
25124,50054,Hans Uberman,Security Officer,"",
25125,50054,Mysok Hawkins,Security Cadet,"",
25126,50054,Seamon Light,Test Subject,"",
25127,50054,Oscar Brandenburg,Medical Intern,"",
25128,50054,Richard Reed,Station Engineer,Gangster Leader,{Gangster Leader}
25129,50054,Gerre Cato,Research Assistant,"",
25130,50054,Shurshick,Clown,"",
25131,50054,maintenance drone (193),Cyborg,"",
25132,50054,Chichakahtakikikayahi,Technical Assistant,Gangster,{Gangster}
25133,50054,Bob,Velocity Officer,Custom,{Custom}
25134,50054,Vizhymatel,Velocity Officer,Custom,{Custom}
25135,50054,Frank Lloyld,Velocity Officer,Custom,{Custom}
25136,50054,Kupetz Ivan,Velocity Officer,Custom,{Custom}
25137,50054,Rafael Sunders,Velocity Officer,Custom,{Custom}
25138,50054,Royce Conrad,Test Subject,Gangster,{Gangster}
25139,50054,Camden Fields,Test Subject,"",
25140,50054,George Orwell,Medical Intern,"",
25141,50054,Ryker Davis,Test Subject,"",
25142,50054,Dane Blackburn,Barber,"",
25143,50054,Silas Green,Medical Intern,Gangster,{Gangster}
25144,50054,Rathen Hell,Test Subject,"",
25145,50054,Kirill Kvasha,Station Engineer,Gangster,{Gangster}
25146,50054,Tate,MODE,Emergency Responder,{Emergency Responder}
25147,50054,Vlad Corvish,MODE,Emergency Responder,{Emergency Responder}
25148,50054,Yellowbeard,MODE,Emergency Responder,{Emergency Responder}
25149,50054,Malenkaya Machta,MODE,Emergency Responder,{Emergency Responder}
25150,50054,unknown,MODE,Emergency Responder,{Emergency Responder}
25151,50054,"",Animal,"",
25152,50054,Zikkykikati,Scientist,"",
25153,50054,Daniel Dumile,Chief Medical Officer,"",
25154,50054,Oliver J. Blackburn,Warden,"",
25155,50054,Nikolas Marcotte,Test Subject,Gangster,{Gangster}
25156,50054,Ian,"","",
25157,50054,Dimka Obamka,Test Subject,"",
25158,50054,maintenance drone (219),Cyborg,"",
25159,50054,General Sigma,MODE,Syndicate Commando,{Syndicate Commando}
25160,50054,Sergeant Waffle,MODE,Syndicate Commando,{Syndicate Commando}
25161,50054,unknown,MODE,Syndicate Commando,{Syndicate Commando}
25162,50054,unknown,MODE,Syndicate Commando,{Syndicate Commando}
25163,50054,unknown,MODE,Syndicate Commando,{Syndicate Commando}
25164,50054,unknown,MODE,Syndicate Commando,{Syndicate Commando}
25165,50054,Unbelievable God,Chaplain`s staff,"",
25166,50054,maintenance drone (741),Cyborg,"",
25167,50054,Arthur Garland,Security Cadet,"",
25168,50054,Skyler Cook,Station Engineer,"",
25169,50054,Adamantine Golem (242),default,"",
25170,50054,Clara Paradise,Test Subject,"",
25171,50054,mouse (654),Animal,"",
25172,50054,Vite Garcello,Security Officer,"",
25173,50054,mouse (989),Animal,"",
25174,50057,Honkoboy,Clown,Head Revolutionary,{Head Revolutionary}
25175,50057,Rafael Sunders,Psychiatrist,"",
25176,50057,Denis Denisenko,Medical Doctor,"",
25177,50057,Seamon Light,Virologist,Revolutionary,{Revolutionary}
25178,50057,Alex Mochacha,Xenoarchaeologist,"",
25179,50057,Hans Uberman,Security Officer,"",
25180,50057,War'quar Q'waarq,Security Officer,"",
25181,50057,Hatika,Paramedic,"",
25182,50057,Dane Blackburn,Chef,"",
25183,50057,Deimfords Kendesand,Technical Assistant,"",
25184,50057,Karen,Chemist,"",
25185,50057,Richard Reed,Station Engineer,Head Revolutionary,{Head Revolutionary}
25186,50057,Vite Garcello,Security Officer,"",
25187,50057,Ceasar Wood,Security Cadet,"",
25188,50057,Phillip Stocker,Recycler,"",
25189,50057,Quiwz'xu Qox,Shaft Miner,"",
25190,50057,Flick Welty,Recycler,"",
25191,50057,Curly Mens,Research Director,"",
25192,50057,Rathen Hell,Shaft Miner,"",
